Silicon initial state from step_1.traj

512 atoms
1 atom types

0.00000000 21.72400000 xlo xhi
0.00000000 21.72400000 ylo yhi
0.00000000 21.72400000 zlo zhi

Masses

1 28.08550000

Atoms # atomic

166 1.1609139667999999e+00 3.1756939603999998e+00 -1.1176720894000001e+00
167 7.5031641140000005e-01 -3.2469491861000002e+00 3.1126800137999999e+00
168 6.0141375720000001e-01 3.0687468800000001e-01 9.9476894900000001e-02
169 3.0059450690000000e-01 -2.5172789099999999e-02 -2.3639977665999998e+00
170 4.4897066935999996e+00 3.6842846832000000e+00 2.1306587361000000e+00
171 5.3478299183000004e+00 2.5556423146000000e+00 -5.6326314281999998e+00
172 8.2947562649999995e-01 -2.3525869923000000e+00 -4.0430223944000003e+00
173 3.6587134624000002e+00 -1.5391045666000001e+00 3.4178680820000001e-01
174 1.3434966718000001e+00 3.1944399988000001e+00 -3.3214021827000000e+00
175 2.2835853504000001e+00 2.7353418898999999e+00 6.3707916259999997e-01
176 1.2774241150000001e+00 6.3628010768000003e+00 2.6676687282999998e+00
177 2.4329909869999999e-01 -4.3519656044000001e+00 -2.1839457030000000e+00
178 2.2693783692000000e+00 1.0091172718999999e+00 -8.8415462369999998e-01
179 3.9367538216000000e+00 -6.7964806290000002e-01 -2.0011113376999998e+00
180 -1.6855160956999999e+00 -4.1253592296999999e+00 2.0944817227999999e+00
181 -3.9554718248000000e+00 -4.1192911022000001e+00 -2.4184466392999999e+00
182 1.1735171700000000e-02 1.1075800657999999e+00 -4.0852903537999996e+00
183 2.0800898229000002e+00 -1.9898301144999999e+00 3.5759162385000001e+00
184 9.0622401200000002e-01 1.8396491154000001e+00 -6.7888701481000000e+00
185 3.3692701399999997e-02 -3.0998862505000000e+00 -3.7599914309999999e-01
186 -1.0669485957000000e+00 5.2940805078000004e+00 7.8085402349999999e-01
187 -1.3390729481000001e+00 3.7743142619999999e+00 -1.6823588492999999e+00
188 -4.3309096340000002e+00 2.8149465126000002e+00 -2.0447105210999998e+00
189 3.8773378261999998e+00 -1.9433960640000000e-01 -1.8784456407000001e+00
190 -1.4944242747000001e+00 -2.0382381974000001e+00 2.3255827577999999e+00
191 5.4824873939999996e-01 3.5005721300000001e-02 3.6012013002000001e+00
192 -2.0053068873000002e+00 -1.0218262424000000e+00 -3.3817826873999999e+00
193 -3.6038101078999998e+00 3.5625040773999999e+00 1.8845241200000000e+00
194 -7.5480921769999998e-01 -1.3639185866000001e+00 6.7166098577000000e+00
195 1.6292397057000001e+00 -1.0603683632000001e+00 -4.6993485518000000e+00
196 8.5806433587999997e+00 -2.4662842118000001e+00 3.9214704488000001e+00
197 -6.3384505273000000e+00 -1.9754167724000000e+00 9.9540677249999998e-01
198 8.0873356380000005e-01 3.0870526647999998e+00 -9.4684888550000001e-01
199 3.6164149365000000e+00 -9.7016061539999998e-01 -4.3713896081000003e+00
200 1.5303451498000000e+00 1.6399654849000000e+00 -6.5896630749999996e-01
201 -2.4045597616999999e+00 2.2670207058999998e+00 2.4507555199000000e+00
202 -1.0243885723999999e+00 -1.5715355086000000e+00 8.4365272840000005e-01
203 4.7518552951000004e+00 -2.7299601396000002e+00 5.9616188859999997e-01
204 1.2572772891999999e+00 -2.6336820777000001e+00 4.0655046079000003e+00
205 5.9790948800000000e-02 5.2561973128000004e+00 8.9654928680000001e-01
206 7.1458471527000000e+00 -6.7647886652000002e+00 -2.7089181465999999e+00
207 -4.3249147218999999e+00 2.7682050998999999e+00 -1.3310854072000000e+00
208 5.1097255699999999e-01 -7.6149459119999996e-01 1.6174318678999999e+00
209 5.8485408760000002e-01 5.2712393830000004e-01 -3.1460064889999999e+00
210 -2.7768064408000002e+00 6.4111297003000001e+00 2.6250476162999998e+00
211 1.5769607483000001e+00 -3.1104865124000001e+00 2.5749926459000001e+00
212 -1.8606310726999999e+00 -1.7106026593999999e+00 -1.4067823682000000e+00
213 8.7923494049999995e-01 -5.0578924157999996e+00 -4.0749695730000002e-01
214 -7.9329034710000002e-01 4.3608856889999998e+00 2.2556856506999998e+00
215 -1.0549763336000000e+00 9.3068139709999997e-01 2.9811705485000002e+00
216 5.6333002644999999e+00 3.3167307579999998e+00 -1.1924869176999999e+00
217 -5.6276903310000004e-01 1.8108330038000000e+00 3.3523148135000000e+00
218 -7.8681395200000004e-02 -8.2815954229000006e+00 -1.7336495108000001e+00
219 3.4973073727999999e+00 4.0590378013999997e+00 -4.4991905789999997e-01
220 -1.9732176715000000e+00 -1.3624134334000000e+00 -5.8876930610000000e-01
221 -1.4241898180000001e-01 3.2591080664000001e+00 2.2681016030999999e+00
222 -1.1972994093000000e+00 3.2793188714000001e+00 3.6606528483999998e+00
223 -2.7215766501999998e+00 -1.9947019287000001e+00 -2.6158933102000002e+00
224 3.1453546534000001e+00 3.1623869273000000e+00 -1.6676070433000001e+00
225 2.4425835640000000e+00 1.7668080692999999e+00 -1.4128624745000000e+00
226 -6.5965356269999997e-01 -5.5578872469999996e-01 -2.2147693284000001e+00
227 1.7777302712000000e+00 -6.0191127468000003e+00 -6.2628173804999996e+00
228 6.0507924548999998e+00 2.5623149460999999e+00 1.0807104349000001e+00
229 3.4394608379000000e+00 -3.4455604655999998e+00 3.4770914369999999e+00
230 -2.8185195597999999e+00 -3.2229596799000002e+00 4.8660039557000001e+00
231 4.8128833209999999e-01 3.3847514715000000e+00 3.6351629870000002e+00
232 2.3677749771999999e+00 9.9034110699999997e-02 -5.7016268830000005e-01
233 1.9908880267000000e+00 -1.3401800382000000e+00 2.8402937247000000e+00
234 -6.2366240800000003e+00 1.9201504614000000e+00 -4.1179778639000002e+00
235 -3.1281856580000000e-01 -2.7581370514999999e+00 5.2554633655999998e+00
236 -6.9988457140000004e-01 -1.9939887587000000e+00 1.5763332510000001e+00
237 -3.2467368467000002e+00 -2.2307926586000000e+00 -3.6006896251999998e+00
238 2.7616095798000000e+00 -5.5649433189999997e-01 -3.0515928388000000e+00
239 2.3493371750000000e-01 2.2447872443999999e+00 2.9133867640000002e+00
240 -3.2575913423000000e+00 -2.2025596921999999e+00 -4.6753550129999999e-01
241 3.1757480979000001e+00 -6.2992086859999996e-01 -2.2573918448999999e+00
242 5.3331727481000000e+00 -1.3183938770000000e-01 -4.3495278346999999e+00
243 6.7179619250000000e-01 1.0456680320000000e-01 1.2841167459000000e+00
244 -8.4639950710000000e-01 -6.7449862579999997e-01 2.8898850622999999e+00
245 3.1664374656000001e+00 6.8205054430000001e-01 7.0331352587999998e+00
246 -3.4070814148999999e+00 -3.6960210131000002e+00 -1.0381084035999999e+00
247 2.7285030574000002e+00 -2.1143837894000002e+00 -2.1536571953000001e+00
248 -1.6005364081000000e+00 1.0757241290200000e+01 -4.7518851546000000e+00
249 -2.8037911809999998e+00 7.4348479450000005e-01 -3.2353507548999998e+00
250 6.9344668855000000e+00 -6.0098186539999998e-01 9.5325137209999999e-01
251 -5.4470789009999998e-01 5.8710497700000003e-02 6.7259406663999997e+00
252 4.7010184177000003e+00 1.0717027950000000e+00 2.9039010980000000e+00
253 3.7620850044999998e+00 -1.1172286820000001e-01 3.8575593543000002e+00
254 -3.1787488685000000e+00 -1.7618369848000000e+00 2.6379587671000002e+00
255 8.8384778283000003e+00 -4.1553821590000001e-01 -6.9626986550000003e-01
256 -1.5563047951000000e+00 -1.4656948719000000e+00 8.9871872210000003e-01
257 -5.1676741556000003e+00 -1.4719887572999999e+00 3.7487207731000001e+00
258 -1.3161940276999999e+00 2.9373654621999998e+00 -2.7623319329000000e+00
259 -2.7143464826999999e+00 -1.1836543749999999e+00 4.4232355670000001e-01
260 -3.7769055585000002e+00 -2.6569526329999998e-01 -2.2360690201000000e+00
261 -1.0958701880999999e+00 -1.3708704185000000e+00 -3.1080181530000002e+00
262 -1.7167139838000001e+00 -5.4873871388000000e+00 -6.9437482510000004e-01
263 2.7403156708999998e+00 1.1509574047000000e+00 1.5644251960000000e-01
264 8.4055572249999999e-01 -1.1312912102999999e+00 -4.0285182052000001e+00
265 1.5274261709000001e+00 -1.0974923963000001e+00 3.1860895587000000e+00
266 -2.6014421013000000e+00 -2.4087390375000002e+00 1.5674586317999999e+00
267 -5.5979688869999999e-01 2.5927122551999999e+00 -5.0694858781000001e+00
268 -3.9645239199999999e-01 -3.6143380562999998e+00 -5.5439923314000001e+00
269 2.7872215414000001e+00 -1.6470299040000000e-01 -8.2413207266999997e+00
270 4.4742309430000002e+00 -2.6458560847000001e+00 2.6712829370000000e+00
271 -5.8318079453999996e+00 2.0707366474000000e+00 6.0603428630000000e-01
272 -2.7522487296000002e+00 3.4773914223000002e+00 -5.5391986429999998e+00
273 2.4272157872000002e+00 -5.3436392256999996e+00 3.7785367270000001e+00
274 6.1922386377000000e+00 3.7126643372000001e+00 -2.7011514137999999e+00
275 -4.4510669167000003e+00 -3.4524623368000000e+00 -2.8003324879000000e+00
276 3.3218669295000001e+00 1.2110062258000001e+00 2.7432548260999998e+00
277 -4.6845770504999997e+00 4.1077918063999999e+00 5.3720085105999997e+00
278 4.1057359623999998e+00 2.0068331231999998e+00 2.8038682265000001e+00
279 -2.4205104920000000e+00 -1.0137627932000000e+00 -2.9631981254999999e+00
280 3.6257556083000000e+00 4.2649049870000000e-01 -1.6673020810000000e-01
281 4.0600499672000003e+00 1.0714642149000000e+00 3.0268932648000000e+00
282 -5.9216312134000004e+00 1.7991718809999999e+00 -2.9960627849999999e-01
283 -6.0760173730000000e-01 -3.1198911957000002e+00 4.0546926137000003e+00
284 -3.0691564835000000e+00 2.5104055453999998e+00 2.3527934326000000e+00
285 2.5166102742000001e+00 3.2798302976999998e+00 -4.1472907250000004e+00
286 2.7958614509999999e+00 -1.1951000054000001e+00 1.1187132590000000e-01
287 -1.4254184867999999e+00 -6.2821822848000002e+00 -6.7715046140000001e-01
288 -2.2970196111000001e+00 6.5946890790000001e-01 2.1977977855000002e+00
289 -1.9491839365999999e+00 1.2139959819999999e+00 2.9123533219999997e-01
290 -1.1264287798999999e+00 3.2297388520000001e+00 6.7337975429999997e-01
291 1.3582632458999999e+00 1.5379802450000000e+00 5.5158803627999999e+00
292 -5.7612541256999998e+00 -7.9556430499999997e-02 3.7968566358000002e+00
293 -1.3988217087000001e+00 1.5837571439000000e+00 1.7251433918000001e+00
294 -5.9200674959999999e-01 -1.6399247174000000e+00 -3.0875333525999999e+00
295 6.5944600309999997e+00 -3.1717249538000001e+00 -2.0765160130000000e+00
296 1.0767712704000001e+00 1.6998740953000000e+00 2.6018427983999999e+00
297 -4.2893136737999997e+00 -4.6914088139999999e-01 3.5647194979000001e+00
298 9.2704928100000000e-02 -2.9268583641000001e+00 -1.8855800557000000e+00
299 -1.2953863897000000e+00 1.9476288957000001e+00 1.3115211452000000e+00
300 -2.9167496743000001e+00 1.9786443190000000e-01 -1.2953957054000000e+00
301 3.1924238093000001e+00 -4.7272003603000003e+00 2.1154047506000002e+00
302 -3.0626507710999999e+00 5.4345547900000002e-01 2.0508174809999999e-01
303 1.1305559620000001e+00 3.3945391513000001e+00 -2.0297474630000001e+00
304 1.9110564321000001e+00 1.8141696518999999e+00 1.0610899839000001e+00
305 2.2119041090999998e+00 3.1060282731000002e+00 -3.8491577307000000e+00
306 2.1052683245999999e+00 -1.0244058698000000e+00 7.0809221550000001e-01
307 -2.0497274325000001e+00 -2.0063264410000001e-01 -1.9042428542000001e+00
308 -3.8548240459999999e-01 -4.1171900311999998e+00 1.9697952604000000e+00
309 -1.1304538125000001e+00 -1.0499480775000001e+00 -3.1575021378999999e+00
310 2.4870506254000002e+00 3.8547065359000001e+00 6.5026802500000003e-01
311 2.5357210821999998e+00 7.2517847918999996e+00 -6.2763216126000003e+00
312 3.2772342258000000e+00 5.8615221480000002e-01 1.2517021271000000e+00
313 -1.1841789438999999e+00 2.9270415935999998e+00 6.4221479224999998e+00
314 -6.0193590355000000e+00 -8.2843652660000000e-01 1.2354954335999999e+00
315 -5.5058879914999999e+00 7.5740822400000005e-02 -2.1118419754000000e+00
316 -5.0456653500000004e-01 -1.3499892200000000e-02 2.2121914059000001e+00
317 1.2548864420000000e-01 -5.9047204353999998e+00 1.5270475430000000e-01
318 -5.3346515189000003e+00 -4.0678046556999998e+00 -2.6642497414999999e+00
319 -2.1643508160999998e+00 3.6695861557999998e+00 4.4322773879999999e-01
320 2.3140906245999999e+00 -1.6337968301000001e+00 -1.3440756287000000e+00
321 2.7704809037000002e+00 4.2718801340000001e-01 -1.9087943279999999e+00
322 1.2632644640999999e+00 -9.0428629799999993e-02 -3.3954167677000000e+00
323 -2.7831874024999999e+00 -1.3101978610000000e+00 -3.0962589864000001e+00
324 -5.5315990989999997e-01 2.4597654112999998e+00 2.0499853527999998e+00
325 4.5428892056999999e+00 4.5870598591000000e+00 3.9237683540999999e+00
326 -3.6144664025000002e+00 8.4564770119999999e-01 2.5551252578999999e+00
327 -5.2919628458999997e+00 2.4349031190000001e-01 -1.5757607651000001e+00
328 -1.6917459955000000e+00 -4.2145775780000000e-01 3.7703898094000001e+00
329 -1.0071389368000001e+00 -3.7578175157999998e+00 3.2415636353999999e+00
330 -6.7582079195000002e+00 -4.6379536015999996e+00 2.6631578436000001e+00
331 2.9356568508000001e+00 3.7543614004000001e+00 5.8012953163000001e+00
332 -4.4739773336999997e+00 1.9198681376000000e+00 7.0697963570000004e+00
333 1.6638779160999999e+00 3.5077270396000002e+00 4.0769557833999999e+00
334 7.9373016470000002e-01 1.6547420132999999e+00 -4.8604398805000004e+00
335 -6.9598512299999999e+00 -1.5913036370000000e+00 5.4368213600000004e-01
336 4.8160641640000001e+00 4.3116954726000003e+00 6.3038033810000005e-01
337 -2.0821696526000002e+00 2.9655655138000001e+00 -4.2526519226000001e+00
338 -1.8414103622000000e+00 -6.9298564210000002e-01 3.5850152343000001e+00
339 1.0113419606000000e+00 3.4976839350000000e+00 -8.8746727969999994e-01
340 3.3550340509999999e-01 2.3413370889999999e-01 -2.5033249253999998e+00
341 3.1871234009999999e-01 -2.6323791606000002e+00 1.9153545268000001e+00
342 2.8342900265000002e+00 2.5271515771000002e+00 -1.5855582823000001e+00
343 4.1012474458000003e+00 -1.2615454202000000e+00 2.6353937548999999e+00
344 -4.1643401204000003e+00 -4.7065632001999997e+00 -4.4619875442000003e+00
345 -2.5415857915000002e+00 3.3292510372000002e+00 -1.9967439977000001e+00
346 -5.2010833499999998e-01 3.1765182502000000e+00 3.5721508595000002e+00
347 -6.5881705962000003e+00 -3.0107075312000000e+00 -2.8811295039000000e+00
348 1.4040298466000001e+00 7.4429653640000000e+00 -2.9062962418999998e+00
349 1.9916135840000000e+00 4.1025264060000000e+00 1.2358365103000000e+00
350 -1.6120370932999999e+00 -5.6015300250000000e-01 1.6845132656999999e+00
351 -1.3787768625000001e+00 1.1618328427000000e+00 -2.9886169601999999e+00
352 -2.9445892959999997e-01 -3.9169066897999998e+00 -1.2209819189000000e+00
353 -1.2346612962000001e+00 1.2075730350000000e-01 8.0843043020000005e-01
354 -1.1266154346999999e+00 -2.0262221088999999e+00 2.0067335401999999e+00
355 -1.7202730964999999e+00 3.3763381975000000e+00 -6.9718832379999995e-01
356 1.6075855621999999e+00 3.0546791969999998e-01 -2.6682631255999998e+00
357 5.3076410519999995e-01 7.1443451400000002e-01 -7.7018565890000001e-01
358 1.7177678963000000e+00 -1.8209669070000001e+00 3.9180459153000000e+00
359 -2.4143937209000002e+00 -2.5278938967000002e+00 -5.4075486936999999e+00
360 7.9449866763000001e+00 6.1259650158000003e+00 3.7669527392000002e+00
361 -5.1306495119999997e+00 -3.4800258771000001e+00 -5.1361143830000000e-01
362 1.0615762851999999e+00 -6.7503237666000002e+00 -3.6416717199999997e-02
363 -6.2247822119999996e-01 1.2041626131000001e+00 -5.9378698899000000e+00
364 6.3254022290000000e-01 -1.7563541780000000e-01 -1.8711645213000001e+00
365 -6.6474202950999999e+00 2.6412059838999999e+00 -3.8261906085000001e+00
366 -2.8174797550000003e-01 2.6326935239999999e-01 -2.0648525849999999e-01
367 -1.2880449082000001e+00 6.0297832973999999e+00 -1.6121864040000000e-01
368 -1.3666772783000001e+00 -3.0939887989999998e-01 -5.9450511610000001e-01
369 4.4230142010000000e+00 -1.6885243834000001e+00 -4.0925226768999998e+00
370 -2.4230816626000000e+00 -1.6048155690999999e+00 2.4420538402999998e+00
371 -2.4612218940999999e+00 3.7638275879999998e+00 9.0836245189999998e-01
372 -2.6777262236000001e+00 -3.6490239240000002e+00 -2.0374416889999999e-01
373 -2.2114174767999999e+00 1.0267327975000000e+00 3.3939168535999999e+00
374 5.6185993120000000e-01 -7.4918522479999998e+00 1.7092240164000001e+00
375 3.3885477843000000e+00 -3.4916573026000002e+00 -1.1411859075999999e+00
376 -4.6466362408000004e+00 -3.1169496810000002e-01 -1.9096275048000000e+00
377 1.9944386026000001e+00 -5.8893809660000001e+00 4.7671559036000000e+00
378 4.4227438818999998e+00 -1.0939857879999999e-01 -3.1617836745000001e+00
379 -1.5297331944000001e+00 2.8538917229999998e+00 2.6373175548000001e+00
380 -1.1825654693000001e+00 1.5522465755999999e+00 5.5446778980000000e-01
381 1.8293289417000000e+00 7.7762414639999999e-01 4.4853709542000004e+00
382 2.7005656683999999e+00 7.3464231189999996e-01 2.6310211550000000e+00
383 -2.1441038176000000e+00 -2.5231102651000001e+00 -4.6154631921000000e+00
384 5.2757276700000001e-02 -6.0115961549000003e+00 1.6703498566999999e+00
385 -6.4378954497000001e+00 3.8597935611000000e+00 1.3242887365000000e+00
386 -8.9145942649999999e-01 -3.1318602992000000e+00 7.4733271193000004e+00
387 -4.7280174409999998e-01 -1.2337606903000000e+00 1.2351111446000000e+00
388 3.9354607107000001e+00 1.5391214438000000e+00 -2.2563134208000002e+00
389 1.0327809194999999e+00 -2.2307293302000000e+00 -2.0473859295999999e+00
390 5.2791335070000001e-01 1.0551941861000000e+00 3.1249657434999998e+00
391 2.8111309503999999e+00 -6.4687187572999996e+00 4.9983837665999999e+00
392 3.2024428464999999e+00 -1.6340680211000000e+00 -5.5713343090000000e-01
393 6.4656074107999997e+00 4.8158108179999998e-01 1.2007052810000000e-01
394 -1.0896542634999999e+00 -2.3116383320999998e+00 2.4325222486000002e+00
395 -3.8686108501000001e+00 -2.0397548033000001e+00 -9.3804344499999998e-02
396 8.1483429310000000e-01 2.7942909443000001e+00 -6.2896543459999998e-01
397 5.5214016690000001e-01 1.8808994188999999e+00 6.0296016050000001e-01
398 3.0657579572000002e+00 -5.3837211255000001e+00 7.0310775973000004e+00
399 -7.7739699409999996e-01 3.5219463154000001e+00 9.7719985190000003e-01
400 3.6214769226999999e+00 1.2958581633999999e+00 -2.4199241578000001e+00
401 -3.7406493164999999e+00 -1.4699581106999999e+00 -2.7776426330000001e+00
402 1.9872427839000000e+00 6.8326205475000004e+00 1.5290120580000000e+00
403 -8.6691471129999997e-01 -7.0931701739999997e-01 -3.2029965570000002e-01
404 -8.1424295980000005e-01 2.4206103153999998e+00 -1.7599750702000001e+00
405 -3.6306063690000001e-01 1.7664275448000000e+00 -4.4824088169999998e-01
406 -4.0286007729000000e+00 -3.8545085909999999e-01 -3.0571049895000000e+00
407 -2.2755017823000001e+00 1.1477710026000001e+00 9.6260551719999998e-01
408 -4.2219526169999999e-01 2.8284240411999999e+00 -1.8132078690000000e+00
409 -4.4492610383000004e+00 4.1786570638000002e+00 -2.0718482891000001e+00
410 -1.9106078478999999e+00 9.5128401200000001e-01 2.9118744678000001e+00
411 -6.9830602740000003e-01 -2.9502534593999998e+00 8.4029400599999998e-02
412 -6.2112032380000004e-01 6.3895396719999997e-01 2.2590882570000002e+00
413 -3.4182302511999998e+00 1.9585479428000001e+00 2.5676380939999999e-01
414 3.8809079088999998e+00 1.4336579737999999e+00 5.9620340780000003e-01
415 1.2530543480000000e-01 -5.3416040529999997e-01 1.1602206325000000e+00
416 -5.5894380440000002e-01 -1.6470727751000001e+00 4.9652525115000001e+00
417 -3.2602941085000001e+00 -4.5037376587000004e+00 -3.3992287014000002e+00
418 2.1104398878000001e+00 -5.1884227165999999e+00 -8.7243863690999994e+00
419 3.2539416585000001e+00 -3.0708034322000000e+00 1.5586660479000001e+00
420 -6.9769479619999997e-01 -3.6449660479000001e+00 4.1668836958000002e+00
421 -1.0143610851000000e+00 6.0786078970000004e+00 7.8787283009999998e-01
422 -3.5810504436000001e+00 -1.4012364479999999e+00 -5.3747765825000000e+00
423 3.5796434013999998e+00 -2.9694682734000000e+00 -3.3594509208000001e+00
424 2.0001827740999998e+00 -3.1348992240000002e+00 -1.8863908680999999e+00
425 -6.9852192849999994e-01 -1.8311322508000001e+00 -3.5425400130000000e+00
426 -1.4162062392000001e+00 -5.5456138630999998e+00 -2.8795296848000000e+00
427 2.2609228670000001e+00 6.6891699589000000e+00 2.2335024772000001e+00
428 4.4895375587000004e+00 1.3161298608000001e+00 -1.4365375224000001e+00
429 5.0505986290999996e+00 -1.7005416461000000e+00 -2.5280077552000000e+00
430 9.9627532320000001e-01 2.0307931883000001e+00 5.9947053254000000e+00
431 -3.6438014962000000e+00 -3.2153518509999999e+00 -1.1928337251000001e+00
432 1.6421291674000000e+00 1.0997659499000001e+00 2.6296465699999999e-01
433 -1.0390391568999999e+00 -4.9152322808999998e+00 -7.1830338784999999e+00
434 6.7354895149000003e+00 -9.7296946429999998e-01 -5.4094405933000003e+00
435 -1.0024388378000000e+00 -1.2527259838000000e+00 2.7859643992000001e+00
436 8.8682827430000000e-01 7.2856328339000003e+00 4.1208668539999999e-01
437 -1.8871510321000000e+00 2.9939688377000002e+00 3.4479948570999999e+00
438 -9.0630700080000004e-01 -5.8456623162000003e+00 6.0938552999999999e-02
439 -3.2076350418000001e+00 -4.8805413318999999e+00 -2.3825738737000002e+00
440 -3.0957614127999999e+00 5.8792749518000003e+00 -1.8719258036999999e+00
441 7.3112581860000003e-01 2.9100758237000002e+00 -3.6899621034000001e+00
442 -3.8273381293000002e+00 1.0347505051999999e+00 -7.6700658649999998e-01
443 -8.7505934559999998e-01 -4.7974757481000001e+00 1.2335871090000000e-01
444 -2.2812693611000001e+00 5.2285755389999999e-01 -3.6729058823999998e+00
445 8.0490025350000005e-01 7.7746862000000005e-01 -9.6212111649999998e-01
446 -1.1758720972000001e+00 -8.3467013260000000e-01 -3.2174836641000000e+00
447 2.2339183720000000e-01 2.9385243700000002e-01 -2.5128697300999998e+00
448 -1.0935873622000001e+00 4.3337260690999999e+00 -7.3084901179999995e-01
449 -1.9136818981999999e+00 3.1795333794000000e+00 -4.0019947179999998e-01
450 -5.4751916968999996e+00 7.6681494449999998e-01 -3.7182827099999999e-01
451 -4.6624425317000000e+00 2.9407936362000000e+00 4.3152451567999996e+00
452 2.9645372798000000e+00 6.7136598759999999e-01 -1.2860772613000000e+00
453 -3.5440670241999999e+00 3.6397451623000001e+00 1.6003091758000001e+00
454 -6.7072647187000003e+00 5.2233061540000003e-01 3.2868626157000000e+00
455 4.2808022668000003e+00 -5.7945652270000003e-01 -6.1572108989999996e-01
456 4.9967600649000001e+00 3.5094164010000001e-01 -2.6505072736000002e+00
457 -4.2602309140000001e+00 -1.9598242659000000e+00 -5.0674996889999999e+00
458 9.4608776000000006e-01 -2.3950132345999999e+00 -1.7871317749999999e-01
459 2.6664680730000001e-01 -4.7570863654000002e+00 -1.3184664411000000e+00
460 -1.4184045949999999e-01 -3.1335126499000001e+00 -1.3841118508000001e+00
461 -4.1490419283000000e+00 2.2817931157000002e+00 -2.9442038729999997e-01
462 5.1669021233999999e+00 1.8542298600000000e+00 -1.3580594846000000e+00
463 1.8294821300000000e-02 1.5861010316999999e+00 1.3228931993999999e+00
464 3.5188112200000003e-02 2.2937033241000000e+00 -7.3688772010000003e-01
465 6.2238754900000004e-01 -3.3250488699999998e+00 -9.8451486919999998e-01
466 -1.6713012480000000e-01 -2.4813240965999999e+00 -1.7835057535000001e+00
467 -4.9213280921000004e+00 -4.5843860462999997e+00 8.0847049986999995e+00
468 -3.0956176599999998e+00 1.1857244714999999e+00 1.4112455779999999e+00
469 -3.9418412278999999e+00 6.3122589832999996e+00 3.8860621488999998e+00
470 3.6146388227999999e+00 -3.5222486209999998e-01 -8.2414572929999996e-01
471 4.2973475849999998e-01 6.6173359299999998e-02 -3.3081581084999998e+00
472 -4.3398973200000002e-01 1.2457387921000000e+00 -1.5143806354000000e+00
473 1.1448606488999999e+00 8.8562427420000001e-01 2.6475051719999998e+00
474 4.3174201988999998e+00 -3.8684568402999999e+00 1.7747140589999999e-01
475 5.6305985322999996e+00 1.1378327225000000e+00 -3.3711176890000001e+00
476 3.4603154264999998e+00 -2.0527301759999999e+00 2.4757032983000000e+00
477 1.0037623133000000e+00 -2.1021471737000001e+00 -6.9016531039999995e-01
478 2.0013798405999998e+00 -4.2409334397000000e+00 3.8514293717000001e+00
479 -2.5665272126000001e+00 -2.9182564633000001e+00 -1.1603086615000000e+00
480 4.1970188019999999e-01 -3.7918326770999999e+00 -2.0826053069000001e+00
481 2.9801889746999999e+00 -2.2259716081000001e+00 2.0111207249000000e+00
482 -5.2544059529999998e-01 3.3845250546000001e+00 -8.6687744570000003e-01
483 -5.7887674955000001e+00 4.7473630160000002e-01 4.3656341328000003e+00
484 -1.2289850714999999e+00 -3.9565963094000001e+00 3.5348631093999998e+00
485 -1.5678673080000000e-01 -2.4541672542000001e+00 4.4982881946999997e+00
486 4.0096708913999999e+00 -1.3912249090000000e+00 2.1315843323000001e+00
487 2.8348532910000002e-01 -8.0803787100000002e-01 -3.7729509652000002e+00
488 -1.7890131774000000e+00 1.3907130340000001e-01 -4.9866578955999996e+00
489 -2.0241262035999998e+00 1.2425065832000000e+00 3.1150492310000000e-01
490 4.3740306181999999e+00 3.0771732634000002e+00 1.0876078376000000e+00
491 1.4339638606000000e+00 -1.5795113212000000e+00 2.9085920609999998e+00
492 3.5769311351000002e+00 1.2039011655000000e+00 3.0882763014000001e+00
493 1.0672556466000001e+00 7.0604477519999997e-01 -4.2020628389999998e-01
494 3.2646872720000002e+00 6.1211699980000001e-01 1.5226826971000000e+00
495 -4.5556651236999999e+00 -4.5046988230000001e-01 -2.3107099100000000e-01
496 4.6969458416999998e+00 8.7494125099999998e-01 -8.1524565770000006e+00
497 3.3922194336999998e+00 2.2650006519999999e+00 -7.9848442149999999e-01
498 -8.7428316899999997e-02 2.4561336999000001e+00 3.8983140320000000e+00
499 -4.2362600480000001e+00 4.0390539957999998e+00 3.5029612590000001e+00
500 -3.6582233979000001e+00 -6.6267739780000001e-01 -3.5592530200999999e+00
501 2.2442245339000002e+00 4.2261436149999998e-01 5.5098321005999997e+00
502 -5.7169485642000000e+00 1.7754185487000000e+00 -3.5053869180000001e+00
503 5.7964016333000004e+00 4.0194626729999996e+00 -1.7647260006000001e+00
504 5.9149152900000002e-01 7.6121461960000003e+00 -4.8349783036999998e+00
505 -1.6645417730000001e-01 -2.2055500100000001e+00 1.5241777323000001e+00
506 1.9341945484000000e+00 -1.0024163294999999e+00 -2.2931212249000001e+00
507 -2.9529325610999999e+00 4.5058884104999999e+00 2.6218266801999999e+00
508 -2.3864720511000002e+00 -1.0170866502000000e+00 -2.5136121353999998e+00
509 5.2896035563000003e+00 -5.2923349129999997e-01 -4.0872243995000002e+00
510 -3.5328374100000000e+00 -4.1347554590000002e-01 2.5871617415000001e+00
511 2.8084302161000001e+00 -3.5632514490000000e-01 2.8683155919999997e-01
512 -1.3696021515000001e+00 2.2495694943000002e+00 -1.3496506528000001e+00
